left,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19
bpv,0.8452984095,0.7836327553,0.7706313729,0.837068975,0.8263968229,0.7709512711,0.6942666769,0.7482693791,0.8496368527,0.7996447086,0.8497396708,0.8850623369,0.8963596225,0.7531840801,0.728690505,0.7469710112,0.8064810634,0.7556689978,0.7282772064,0.8443980217
bqc,0.7857364416,0.8574780822,0.7263578773,0.6641148329,0.8031554222,0.790938139,0.9113641977,0.7751261592,0.8840425014,0.7641661167,0.8581863046,0.7664881945,0.8647299409,0.7887405157,0.8078549504,0.8612397909,0.8197870851,0.8346678019,0.7613111734,0.8714790344
bqp,0.7668278217,0.7348989844,0.9127701521,0.9023162127,0.7585706115,0.8711175919,0.8305752277,0.918255806,0.8783736825,0.8675678968,0.8346600533,0.8121222258,0.7843378782,0.7833224535,0.8487656116,0.8952817917,0.8605204821,0.7003945708,0.8269770741,0.7960879207
bqq,0.915071249,0.641903758,0.8141595721,0.7070870996,0.6938894391,0.7972918153,0.7627602816,0.8509805799,0.8055913448,0.7836259604,0.776995182,0.6407935619,0.7489286661,0.705042243,0.730692625,0.9256852865,0.7591376305,0.81863451,0.8402256966,0.8607088327
brj,0.7375190258,0.825432241,0.7210491896,0.7254338861,0.9277780652,0.9009590745,0.7753275037,0.7171396017,0.6703279018,0.6886890531,0.6513476372,0.7652304769,0.6543627977,0.8512003422,0.7559922338,0.712192297,0.7552400827,0.8172664642,0.6202068925,0.6455002427
brr,0.7369359732,0.8267695904,0.8023703694,0.8591401577,0.736780107,0.7666631937,0.7642464638,0.8474727273,0.8057354093,0.7883725166,0.7812808752,0.7772645354,0.7287605405,0.7477722168,0.7864831686,0.8950992823,0.8459316492,0.8696756959,0.6976364255,0.8007726669
bug,0.8586997986,0.889324367,0.8608021736,0.7952179909,0.7887554765,0.7611057162,0.823690176,0.8820002675,0.8557440639,0.6882739663,0.8490037918,0.8460606337,0.7442244291,0.7453737855,0.8265430927,0.7478527427,0.737182796,0.7805645466,0.8160873652,0.6772574186
bul,0.8402919173,0.8382431865,0.8482277393,0.9046158195,0.7919014692,0.8387932777,0.8033708334,0.8184345961,0.8126387,0.8510594368,0.8143017888,0.8310168982,0.8449542522,0.8243610859,0.7403628826,0.8524401188,0.8268572092,0.7923095226,0.8711413145,0.8354064226
buw,0.8531165123,0.786703527,0.7747952938,0.7860707045,0.6653293967,0.8709404469,0.8615061045,0.7948117256,0.8657330275,0.8503853083,0.6866568923,0.812954843,0.8804397583,0.8487535715,0.8040802479,0.8641451001,0.8681955338,0.8226501346,0.8853626251,0.8508307934
buy,0.9054727554,0.8536596298,0.8486250043,0.8785889149,0.8174403906,0.7725067139,0.5450183749,0.9219117165,0.8343892097,0.9130849242,0.8251149058,0.8919064999,0.8014592528,0.7089978456,0.7664633989,0.7249594927,0.8236457705,0.8308496475,0.8334362507,0.9048618078
bvh,0.7063986063,0.8577061892,0.8105314374,0.7893470526,0.7495276928,0.7972074151,0.7997054458,0.8215272427,0.8056087494,0.7902487516,0.7521118522,0.7235515118,0.8123313785,0.8191187382,0.8047269583,0.7150681019,0.8048436642,0.7864196897,0.7869569659,0.7837548852
bvi,0.7321888208,0.8558274508,0.8227766752,0.7843575478,0.6629160047,0.8809132576,0.8735374212,0.7828581929,0.7359907031,0.7829520702,0.6206766963,0.7678608894,0.9244691133,0.7933559418,0.9475047588,0.8047152162,0.8084151745,0.8552152514,0.8999511003,0.6221853495
bvs,0.8548628092,0.7766532898,0.8625186682,0.7531599998,0.8015576601,0.8095657825,0.747803092,0.7579113245,0.8029611111,0.7240671515,0.8476518393,0.9295408726,0.7949045897,0.8551790714,0.7816489935,0.7870500088,0.8081439734,0.9258083105,0.6549005508,0.7843053341
bvw,0.7994667292,0.8206090927,0.8510174751,0.7190873623,0.7818360925,0.7981562614,0.9255347252,0.8516947031,0.7899163961,0.7209342718,0.7993249893,0.810616374,0.7994861603,0.8448643088,0.8932514191,0.8294240236,0.8668613434,0.7630656958,0.8031973243,0.7486855984
bwb,0.7311309576,0.8871746063,0.9092806578,0.7428478003,0.8637732267,0.9181081653,0.8096185923,0.8370549679,0.8620095253,0.8387380838,0.8403853178,0.839147687,0.7598593235,0.8496857882,0.8802694678,0.9163419008,0.8423806429,0.8173286915,0.7621870041,0.8399301767
bxc,0.8835450411,0.7820625305,0.7572585344,0.6851826906,0.8446231484,0.7136579752,0.7433556318,0.8408907056,0.800491631,0.7078901529,0.7759253979,0.7861055136,0.7862454057,0.8082572222,0.7965205908,0.7998871207,0.8183484077,0.738635838,0.8106769323,0.7424249649
bxi,0.8049732447,0.7778253555,0.823577404,0.7422323227,0.8620988131,0.797713995,0.7937608957,0.7848365903,0.8116582036,0.8310552835,0.8227655888,0.7911325693,0.7688908577,0.8183672428,0.7753942013,0.7801027298,0.7245513201,0.8317526579,0.8105330467,0.7987395525
bxj,0.9239020348,0.8360882998,0.8097729683,0.7166792154,0.7798438072,0.8268588781,0.7792314291,0.7895315289,0.8410387635,0.8051531911,0.7786759138,0.8495132327,0.8595980406,0.755653739,0.677672267,0.7322055101,0.7170135975,0.8906166553,0.8412804604,0.7824183106
bxk,0.7515081167,0.8227841854,0.7689210176,0.7443013191,0.819278419,0.7722220421,0.7578582764,0.7583187819,0.8886460066,0.8247095346,0.8179190159,0.7823445797,0.7442716956,0.7720656991,0.8176709414,0.8362982273,0.7808082104,0.8291778564,0.7424634695,0.8954100609
bxp,0.8398979902,0.8808171153,0.89993608,0.9065624475,0.7658139467,0.9160946608,0.7694600821,0.8408474922,0.8482650518,0.8484171033,0.8981986046,0.881678462,0.9009612203,0.7416168451,0.9023902416,0.8439530134,0.8567677736,0.8742804527,0.8710991144,0.7904343605
bxt,0.7565997839,0.7838808298,0.7122067213,0.8380903006,0.7086498737,0.7056064606,0.8066256642,0.8295071125,0.8117776513,0.7755680084,0.8128961325,0.8413937092,0.7759594917,0.7825323343,0.7497594953,0.7140029669,0.7545167208,0.8451251388,0.8149101138,0.8050530553
bxw,0.7222768068,0.8821488619,0.9102765322,0.8192113638,0.8577522039,0.7053238153,0.6874582171,0.8287417889,0.8940320611,0.9261853695,0.736400485,0.7630896568,0.806964159,0.8012741804,0.913818717,0.746381104,0.8206083775,0.7868942618,0.740876317,0.687137723
byg,0.8635656238,0.8476610184,0.7622432709,0.947984457,0.8512855768,0.7694159746,0.6993609071,0.7830346823,0.7996520996,0.8399214149,0.8448389173,0.7591866255,0.8496643305,0.8105013371,0.8073515892,0.7244307995,0.7070075274,0.713962853,0.8700333834,0.7709881067
byp,0.8177576065,0.8278372288,0.76430583,0.8142186403,0.8639103174,0.7736281157,0.8371884823,0.8363480568,0.7945154309,0.7982360125,0.8559798002,0.7858016491,0.7384085655,0.799290657,0.8512302637,0.815341115,0.8238404989,0.7451217771,0.84826684,0.790805459
byq,0.7707830667,0.7420286536,0.6306033731,0.6201794147,0.642814517,0.8199272156,0.7102415562,0.7851113081,0.7469715476,0.8397773504,0.7233896255,0.7374710441,0.7133753896,0.7780376077,0.7281104922,0.8174648285,0.6769046783,0.8128669262,0.7750458121,0.8388575315
bzi,0.7554171085,0.7579382062,0.8499100804,0.8277163506,0.6904928684,0.828548789,0.8133509755,0.7718211412,0.9745537043,0.7848142385,0.7802288532,0.6295986772,0.7851059437,0.8870310783,0.8069336414,0.7689730525,0.8980193138,0.7996327877,0.7087409496,0.7687062025
bzl,0.8338940144,0.8925905228,0.8687200546,0.8821139336,0.8145951033,0.8400141001,0.8943347931,0.8353675008,0.8701551557,0.9402606487,0.9268713593,0.8817001581,0.7787870169,0.9169132113,0.8225736618,0.7982470989,0.8749526739,0.8406169415,0.8339895606,0.8859211206
bzy,0.8221422434,0.6705165505,0.7815805674,0.7471975088,0.7646080256,0.8634713888,0.7887334228,0.7532534599,0.769702673,0.7109487653,0.8943634033,0.7602235079,0.7326830626,0.6937294006,0.73392272,0.7476229072,0.7188607454,0.6630761623,0.757194519,0.6525839567
cam,0.8014540672,0.8893663883,0.8608013391,0.8931282163,0.8788043261,0.8812676668,0.7046940923,0.9141178727,0.7667365074,0.7401499748,0.7518384457,0.8198834658,0.8172318935,0.6614335179,0.9207584858,0.7161742449,0.890866518,0.816013813,0.6850585938,0.6662545204
cao,0.7471575141,0.8719832301,0.8089369535,0.8395876884,0.8840407133,0.7573094964,0.8254212141,0.7715239525,0.7291243672,0.7666134238,0.8579266071,0.8384664059,0.7445910573,0.7786080837,0.7245696187,0.7861643434,0.7453873754,0.8352236152,0.7208249569,0.8867411613
cau,0.8569744825,0.7205025554,0.7211124897,0.7163314223,0.813873589,0.8605256081,0.812146306,0.8533891439,0.8232969046,0.7495978475,0.7330203056,0.7611908913,0.855779171,0.8045167923,0.7756630182,0.8437645435,0.8458606005,0.8095225096,0.8632454872,0.7766854763
cax,0.7137569785,0.8146243095,0.6947108507,0.7433102727,0.775762558,0.6908585429,0.6677860618,0.8399546146,0.7735772133,0.8980295062,0.8530159593,0.794510603,0.7501118183,0.7191520929,0.8502691984,0.7986114025,0.8196991682,0.899261117,0.7449100018,0.6890511513
cay,0.6242922544,0.7830637693,0.5960114002,0.7627335787,0.7750104666,0.7108296752,0.7734202147,0.7046072483,0.6764774919,0.6385897398,0.6486102939,0.686537385,0.7849988937,0.6218278408,0.7464624047,0.6247063875,0.8134018779,0.6573389769,0.756532073,0.682721138
cbc,0.6884064078,0.8551525474,0.7785767317,0.7845367789,0.8562669158,0.7750295401,0.6878532767,0.7407622337,0.8924450278,0.857837975,0.8108074069,0.7779121995,0.832881093,0.8109426498,0.6824300885,0.8576458097,0.8593298793,0.6631709337,0.903352499,0.83340168
cbn,0.8074868917,0.898314476,0.786536932,0.8350132704,0.8487769365,0.8629879951,0.7296601534,0.6923736334,0.785935998,0.7999165654,0.8079582453,0.7700968981,0.9288077354,0.791323781,0.9112249613,0.8622861505,0.7249497175,0.8470909595,0.6173591018,0.7650970221
cbw,0.8537528515,0.8155686855,0.8665952682,0.8632390499,0.8306547403,0.7063077092,0.7953444719,0.8223285675,0.916087985,0.723849535,0.8164938688,0.8506166935,0.7897536755,0.7602363825,0.8353216648,0.8206500411,0.8488146067,0.7344129682,0.8576008081,0.8263264894
cby,0.8863755465,0.7926669121,0.8686853647,0.8681529164,0.8813414574,0.883341074,0.8150185943,0.8305310011,0.8459378481,0.8629627228,0.7556470037,0.7837538123,0.7784501314,0.8862243891,0.770357132,0.830576539,0.810449779,0.8431372643,0.894724369,0.8349455595
cck,0.7328391671,0.6538359523,0.6817191839,0.8302360773,0.7852529287,0.7421329021,0.6948258877,0.7477460504,0.6979867816,0.7559666038,0.7006074786,0.652918458,0.5911313891,0.631439507,0.6704118252,0.7352725863,0.6471947432,0.9049998522,0.7121037841,0.6097747684
ccv,0.8283768892,0.7750234604,0.7059341669,0.8671947718,0.9016395807,0.8305827975,0.8185683489,0.8988007307,0.7404412031,0.8331894875,0.8266870975,0.9176514149,0.6884440184,0.8565278053,0.8645505905,0.7845375538,0.7344295382,0.803673625,0.818644762,0.8677639961
ccx,0.7559993267,0.8492987156,0.7361031771,0.8581361771,0.739618659,0.7975965738,0.6354560256,0.7225436568,0.7488920689,0.6870985031,0.7650582194,0.7251362801,0.7150094509,0.6527226567,0.6813393831,0.8192818761,0.8290948868,0.8428319693,0.7472580671,0.785877347
cdb,0.7688225508,0.9097089767,0.8997051716,0.9104903936,0.7564274073,0.8812830448,0.8424158692,0.762547195,0.791146934,0.8188831806,0.8759423494,0.7983713746,0.8448445201,0.8619500399,0.7731368542,0.8604450226,0.7929295301,0.8281484842,0.8053762913,0.8353298903
cdh,0.8524423838,0.8581973314,0.9605869055,0.8734033108,0.8386275768,0.8573292494,0.8161467314,0.7411792278,0.7113230228,0.7586362362,0.8534013033,0.81415838,0.8108834624,0.7089008093,0.7881782055,0.7002526522,0.7803689241,0.7070564628,0.7204024792,0.7872896791
cdp,0.8334155083,0.8677444458,0.8230606318,0.8762519956,0.7746796608,0.7392923236,0.8709615469,0.8120691776,0.8274492025,0.7642484903,0.8505561948,0.8258705139,0.8544071913,0.8153996468,0.6966696978,0.8743725419,0.7038809657,0.7493405938,0.78256464,0.7911330462
cdt,0.7761753798,0.9142047763,0.8995494843,0.7924727201,0.8026800156,0.8944388628,0.8474892378,0.7254183888,0.8641295433,0.802265048,0.794821918,0.8026328087,0.826038003,0.8350211382,0.8239889741,0.7941752672,0.6862505674,0.871901989,0.8230057955,0.793094635
cec,0.7801053524,0.7848367691,0.7695584297,0.8340252638,0.7939362526,0.772570014,0.7969290614,0.7544872165,0.8349044919,0.770644486,0.7368595004,0.6386921406,0.8340433836,0.7889627814,0.7392632961,0.7855600119,0.7803504467,0.7937989235,0.7904356718,0.8292341232
ced,0.7684943676,0.7246863842,0.7138758898,0.7798058987,0.8909547329,0.8152925968,0.813881278,0.8047532439,0.9448578358,0.6759691834,0.8125408888,0.7867766619,0.7390514612,0.7540000677,0.7555004358,0.7625962496,0.8841043711,0.830760181,0.6745328307,0.7299864888
cem,0.7695459127,0.7032651901,0.6809143424,0.7227830887,0.8274093866,0.8322863579,0.8198441267,0.7505999207,0.7217265368,0.7656001449,0.9035720229,0.577858448,0.7047185898,0.7362064719,0.644348681,0.7331143618,0.7515592575,0.8085719347,0.8765776157,0.701891005
cep,0.7634664774,0.8247286081,0.7066801786,0.7596843839,0.7297326326,0.8541451693,0.7228330374,0.6595845819,0.7606032491,0.7492808104,0.8143826127,0.6210052967,0.7092838287,0.8051620722,0.841014266,0.7264258265,0.7342727184,0.7054530382,0.7656068802,0.8274745345
cfk,0.8631221056,0.7979931235,0.8002136946,0.7596389055,0.7883447409,0.8915625811,0.8780441284,0.8570244312,0.8526037931,0.7866075635,0.9084672928,0.8298373222,0.8279155493,0.8952080011,0.8445780873,0.821983695,0.6576571465,0.7991067171,0.7759315968,0.848811686
cfp,0.8144649267,0.8382028341,0.7940294743,0.7651948929,0.8291795254,0.7783309221,0.8146651387,0.7096292973,0.7638604641,0.7670983076,0.7565572858,0.767223537,0.7543410063,0.7737116814,0.8464279175,0.8145744205,0.8014310598,0.7619790435,0.795738399,0.817072928
cgj,0.7571360469,0.841318965,0.8539974689,0.8393948078,0.7878022194,0.8223339915,0.7823390961,0.818108201,0.897644639,0.8131229877,0.7060440779,0.8686822653,0.7227971554,0.9459741712,0.8133220077,0.8474512696,0.8338719606,0.8291144371,0.9119728804,0.7917383909
cgt,0.7423699498,0.8507480621,0.8141904473,0.9013520479,0.8609406948,0.8198394775,0.8906193972,0.7665235996,0.8734107018,0.8396023512,0.8419137001,0.8110988736,0.8260964155,0.8697983623,0.7518296838,0.8487485647,0.7620608807,0.8341318369,0.7561506033,0.8150810003
cgv,0.7263766527,0.8020442724,0.7473154664,0.7165788412,0.6617212892,0.7592848539,0.6352698803,0.8113429546,0.7032939196,0.7421933413,0.769736588,0.7097674012,0.6744067669,0.7092770338,0.7492082715,0.7107601762,0.7391677499,0.6831801534,0.7305933237,0.6836431623
cgy,0.8229898214,0.752859652,0.7102079391,0.8218994141,0.7698707581,0.7457342148,0.7731283307,0.7716802359,0.6879332662,0.7569705248,0.6611443162,0.7629030943,0.7847443819,0.7329479456,0.7954009175,0.7825562954,0.6570860147,0.8664823771,0.7067181468,0.8722065687
chw,0.8256177902,0.7858822942,0.7740541697,0.7570101619,0.8804651499,0.7495058179,0.853258729,0.7932466269,0.8000650406,0.8169819117,0.8118082285,0.822763443,0.8693689108,0.8150775433,0.8380542397,0.8712774515,0.7848553061,0.7856135964,0.8131460547,0.8255726695
cii,0.8066845536,0.8729939461,0.6906320453,0.8105082512,0.7800450325,0.7753362656,0.824970603,0.8301805854,0.8204727173,0.7789130807,0.7557055354,0.7949730158,0.827763021,0.7919553518,0.8307300806,0.8306034803,0.7686804533,0.7742211223,0.8445667624,0.8515156507
cil,0.9015549421,0.7131398916,0.7318295836,0.762488246,0.7406433821,0.7704157233,0.8082839251,0.9279296398,0.7502074242,0.8901797533,0.8845187426,0.6898952723,0.6713472605,0.8189170361,0.8845375776,0.8975402117,0.8322692513,0.8013246059,0.7553247809,0.7274782062
cin,0.6742313504,0.6267963648,0.6398422718,0.7458173633,0.76006639,0.8208922744,0.6866713762,0.7319095731,0.602445066,0.6378958225,0.8723335266,0.6583511829,0.7251087427,0.76796031,0.6979115605,0.7580189109,0.7490179539,0.7742747068,0.67530936,0.7822176218
cio,0.7130613923,0.7565932274,0.7537135482,0.6318200827,0.7349522114,0.7031673789,0.6556293368,0.772431016,0.7162933946,0.6826971769,0.8138554096,0.8220938444,0.7468609214,0.7191029191,0.7934282422,0.638060689,0.7732679248,0.8358112574,0.7975933552,0.7121162415
cjd,0.8166757822,0.8723784685,0.8102815151,0.824221611,0.7540242672,0.8032674789,0.8337801099,0.7632645369,0.7551085949,0.836417675,0.8966200352,0.8454945087,0.7645413876,0.634881556,0.7834628224,0.7576347589,0.6749130487,0.7589834929,0.8096941113,0.8189022541
cje,0.7344940305,0.7488296628,0.7227282524,0.6204820275,0.6551531553,0.6315389276,0.5734954476,0.6235764623,0.6380801201,0.7020386457,0.7017231584,0.643783927,0.6706936955,0.6500117183,0.662124753,0.6162020564,0.6572483778,0.7857276797,0.6526193023,0.697040379
cji,0.8294668794,0.813819766,0.7216297388,0.8594191074,0.917586565,0.8078637123,0.788957119,0.8403940201,0.850142777,0.8941249847,0.7309426069,0.7869009376,0.7267076969,0.7748407125,0.828515172,0.7083287239,0.8547381163,0.8756881952,0.7827790976,0.6659001112
cjj,0.5750688314,0.9038832188,0.9031184912,0.7394042611,0.8267892599,0.8260962963,0.8397210836,0.8069925308,0.7157917619,0.8862490654,0.5993598104,0.7019734383,0.6735956073,0.8384459019,0.7761409283,0.8460986018,0.7888934612,0.6651195884,0.806658268,0.6301010251
cjm,0.6966274977,0.7913600206,0.7306244373,0.7092262506,0.7413313985,0.7326014042,0.7284517884,0.8081341982,0.8401536942,0.7651412487,0.8148218393,0.8031973839,0.7701898813,0.8285045624,0.8350626826,0.7438036203,0.9528146982,0.8496421576,0.8070995212,0.7828924656
cjr,0.7548532486,0.6521974206,0.7821617126,0.7260975242,0.7870613337,0.710903883,0.8060591221,0.8396657109,0.7926084399,0.7961677313,0.7363175154,0.7559441328,0.7088436484,0.8681092262,0.6803231239,0.6956257224,0.7399610877,0.7688572407,0.7737449408,0.7501229048
ckg,0.691337347,0.7147734761,0.6628196239,0.7162402868,0.7805921435,0.8741619587,0.8652120829,0.6987184882,0.8033816814,0.8589681983,0.6916040182,0.8958486319,0.8199054003,0.8155267239,0.8698037863,0.8627928495,0.6436511874,0.8103215694,0.7642191648,0.8745104074
ckk,0.8791189194,0.8149356842,0.7295101285,0.8308894634,0.8253751993,0.8032253981,0.825633049,0.7751721144,0.8145281076,0.7582453489,0.7872322798,0.7997832298,0.8011066914,0.8591370583,0.7253564,0.7885261774,0.7747647762,0.7944400311,0.7704865932,0.7925938368
ckq,0.6927898526,0.7237975001,0.8227077127,0.7992539406,0.7328227758,0.8645284176,0.7984201908,0.7671865225,0.802899003,0.8148550391,0.8282923698,0.7487435341,0.6252208352,0.7894665003,0.6543961763,0.7731440067,0.6182230115,0.8105733991,0.7357116938,0.7171653509
cle,0.750951767,0.6679773927,0.7468289137,0.7786512375,0.7389354706,0.7193033695,0.8533148766,0.7837867737,0.7479425669,0.7675682306,0.8596380353,0.6891956329,0.7957497835,0.7890275717,0.8426961899,0.763091445,0.7330360413,0.7049506307,0.9629791975,0.7424384356
cmb,0.6579243541,0.7980763912,0.8358815908,0.8217411041,0.7941654921,0.9150471687,0.7172272801,0.8471623659,0.8849211931,0.8087197542,0.8522144556,0.8574035168,0.8716042638,0.8264112473,0.6774863601,0.9292404056,0.8389374018,0.8787831664,0.8805421591,0.8124593496
cmh,0.6480896473,0.8433431983,0.7481131554,0.6705107689,0.8340781927,0.6681640148,0.7338420153,0.7737571597,0.8794357777,0.6799151897,0.7329680324,0.8394868374,0.7282925844,0.7076878548,0.7270097136,0.7854418755,0.8830126524,0.7728490829,0.8655233383,0.8265572786
cnp,0.7625168562,0.8128332496,0.6370372772,0.8062078357,0.7326287627,0.7545865178,0.889234066,0.7448922992,0.884947896,0.7859098911,0.8251146674,0.7086003423,0.7830400467,0.8210736513,0.8665648699,0.8027920723,0.7783586979,0.8544718027,0.7837073803,0.6685606241
coe,0.7845619917,0.812364459,0.8472771049,0.8590856194,0.8454224467,0.8864016533,0.8703120947,0.8654997349,0.7622984052,0.7340435386,0.8564870954,0.8015733361,0.6919925213,0.7994278669,0.6991159916,0.711212635,0.7615286112,0.7122761011,0.8612283468,0.7817058563
com,0.6439869404,0.7841227055,0.6910589933,0.6603701711,0.7112968564,0.7878290415,0.7572761774,0.7209558487,0.6831260324,0.753722012,0.6932034492,0.7435020208,0.7052252293,0.7753816843,0.656050086,0.7570317388,0.7076002955,0.5813970566,0.6085613966,0.8310269117
